race_id,nirenpuku_result,payout_nirenpuku_100
4420260228020001,1-2,1190
4420260228020002,3-9,1340
4420260228020003,5-9,790
4420260228020004,2-3,440
4420260228020005,2-9,1740
4420260228020006,2-3,600
4420260228020007,1-3,280
4420260228020008,1-7,360
4420260228020009,3-7,150
4420260228020010,5-7,310
4420260228020011,1-7,2800
4420260228020012,1-9,130
5320260227030001,5-6,410
5320260227030002,5-7,1360
5320260227030003,3-7,1850
5320260227030004,4-6,1410
5320260227030005,6-7,680
5320260227030006,3-4,2320
5320260227030007,6-7,3470
5520260228020001,2-5,2370
5520260228020002,2-7,5090
5520260228020003,3-7,280
5520260228020004,3-4,200
5520260228020005,4-7,210
5520260228020006,3-4,300
5520260228020007,1-4,140
5520260228020008,3-5,1550
5520260228020009,4-7,740
5520260228020010,2-5,330
5520260228020011,1-3,1250
5520260228020012,3-4,150
6220260228020001,1-5,490
6220260228020002,1-5,140
6220260228020003,4-7,220
6220260228020004,1-7,320
6220260228020005,1-3,650
6220260228020006,3-7,1080
6220260228020007,1-5,270
7520260227030001,2-7,180
7520260227030002,1-4,130
7520260227030003,1-4,310
8320260301010001,1-4,970
8320260301010002,1-3,3170
8320260301010003,1-4,180
