EV_MIN,odds_min,odds_max,ratio_min,rank_gap_min,bets,hits,hit_rate,stake,payout,ROI,mean_EV,mean_p,mean_odds
5,20,500,3.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,20,500,5.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,50,500,1.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,50,500,1.5,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,50,500,2.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,50,500,3.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,50,500,5.0,8,59,1,0.01694915254237288,5900,14550,2.4661016949152543,7.985790387811568,0.05127041317633239,201.12033898305086
5,80,300,5.0,5,79,1,0.012658227848101266,7900,14550,1.8417721518987342,7.280379652890529,0.04854966840332463,182.76582278481018
5,0,300,5.0,5,80,1,0.0125,8000,14550,1.81875,7.255835378588655,0.04897631157130998,181.43625
5,20,300,5.0,5,80,1,0.0125,8000,14550,1.81875,7.255835378588655,0.04897631157130998,181.43625
5,50,300,5.0,5,80,1,0.0125,8000,14550,1.81875,7.255835378588655,0.04897631157130998,181.43625
5,80,300,1.0,5,80,1,0.0125,8000,14550,1.81875,7.342504964628295,0.04856758086551768,183.79500000000002
5,80,300,1.5,5,80,1,0.0125,8000,14550,1.81875,7.342504964628295,0.04856758086551768,183.79500000000002
5,80,300,2.0,5,80,1,0.0125,8000,14550,1.81875,7.342504964628295,0.04856758086551768,183.79500000000002
5,80,300,3.0,5,80,1,0.0125,8000,14550,1.81875,7.342504964628295,0.04856758086551768,183.79500000000002
5,0,300,1.0,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
5,0,300,1.5,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
5,0,300,2.0,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
5,0,300,3.0,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
5,20,300,1.0,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
5,20,300,1.5,5,81,1,0.012345679012345678,8100,14550,1.7962962962962963,7.317496726901286,0.04898873569238972,182.46913580246914
